,Unnamed: 0,content
106,106,　　YY LIVE元旦期间的全程直播，让高手林立的中国街舞界被更多90、00后等主流群体关注。作为国内目前市场占有率最高的互联网直播平台，YY LIVE一直致力于打造泛娱乐化，独家打造的993频道专注于为用户输出丰富、生动的舞蹈内容直播。两天的赛事直播，YY LIVE上观看人次达到数百万，这也让JD看到了直播平台在中国网民中的强大聚合力。官方表示，从此次街舞大赛的直播效果来看，借由直播平台优势，推动街舞文化的传播，成为可能。未来，YY LIVE舞蹈频道未来将引入20-30位街舞主播，增加频道的街舞元素。
107,107,"　　,为什么豆瓣杀不死 "
108,108,　　在互联网这片丛林里，豆瓣出道虽早，却像个涉世未深的小青年，总是一派文艺范儿，关心着电影、阅读、音乐这些不急的事儿。最近，这个“莫谈国事”的文艺小青年却被推上了舆论的风口浪尖。一切都源于三部电影《长城》《摆渡人》《铁道飞虎》。从网上公布的一组豆瓣评分(1月5日上午)来看，《长城》4.9分，《摆渡人》3.9分，《铁道飞虎》5.0分，没有一部在6分以上。加上《长城》又刚受到影评人严厉批评，豆瓣评分更像以一种“科学”的方式坐实了“烂片”的指责。于是，一些媒体直陈豆瓣以“低评分”“恶评”影响中国电影生态，一时间，豆瓣几乎要变成“皆曰可杀”的历史罪人，不，罪网了。
109,109,　　豆瓣究竟该不该杀，拷问的实际是对待网络评论的态度和智慧。互联网的蓬勃发展，已把当代世界变成了一个“万有相通”的社会。人与人、人与社会之间的联系空前密切和复杂。随着互联网深深嵌入文化生活，电影评论也发生了不可逆的重大改观。理论上，因为互联网的存在，每部电影都可以被每个人所观看，而每个看了电影的人又都可以在一个或大或小的公共平台发表自己的意见，并让其他人获知。
110,110,　　当然，这些意见从形式到内容可能是杂乱无序甚至互相敌对的，有的充满真知灼见，有的却只是零散的观感、调侃，甚至充满偏见的吐槽、口水。在没有互联网的时代，这些意见中的绝大部分或消散在日常闲谈中，或深埋于私人日记内，只有极少部分能幸运地变成一篇文字或一段声音，呈现于报纸、杂志、电台、电视台等传统媒体。由于互联网带来的变革，它们今天得以更好地呈现在我们面前。对此，有人可能会抱以轻蔑的“然并卵”。是的，即便把这些意见集合在一起，也不过是提供了一束“片面的真相”罢了。然而笔者想说的是，作为个体独立艺术体验或思考的产物，它们确实闪烁着真理和良知的微光。
111,111,　　更重要的是，互联网不但提供了意见表达的快捷方式，而且创造了意见空间自我洁净、自我提纯的自机制。在传统媒体时代，由于出版周期等原因，不同看法在公共平台的交流交锋需要一个较长的反馈期，而很多有价值的观点就极有可能因此而夭折在路上。互联网时代则不同，艺术创作者与艺术欣赏者、评论者之间，艺术欣赏者、评论者内部，即时性的意见碰撞、辩驳、修正都成了可见的现实。而每一个在网上发表看法的人，都不是“一个人在战斗”，对于捍卫自己观点的人而言，他需要面对的不是哪个“专家”或“评论家”，而是成千上万的网民的智慧。更何况，随着基于网络的意见分享体验逐渐积累，人们增强的不仅是发表意见的愿望和能力，而且是艺术鉴赏力和评判力。这构成一个良性循环，不断推进网络评论趋向客观、高质。从这个意义上说，网络“水军”或许仍将存在，但其失败也是必然的，而导致它失败的，不是它背后的主子是谁，而是网络空间的自由程度如何。
112,112,　　为什么豆瓣杀不死？因为人类交换意见、表达看法的渴求杀不死，不但杀不死，而且会因为科技的发展、社会的进步而愈发强烈。当然，不该死而死了的，史不绝书，网不绝书。不过，即便豆瓣真的阴差阳错因故身亡了，相信会有“花瓣”“瓜瓣”“草瓣”继之而起，发出更响亮的声响。
113,113,　　对于真正关心中国电影命运的人而言，在影评的问题上只应持有一种立场，那就是鼓励个性化的影评多样化存在，让更多的意见得以充分地表达，进而让这些见解在自由的言论平台上实现对话、自洁和提纯。只有这样，才有可能对某部影片乃至我们时代的艺术状况作出符合实际的判断，进而将其恰如其分地镶嵌到美学体系之中，并在艺术史上为其找到应有的位置。
114,114,　　因此，有关部门如果真想改善“电影生态”，那么，请放下大棒，拿起喷壶，满腔热情地去浇灌眼前这片网络评论的园地吧！□ 眉间尺
115,115,　　即将到来的3月法国总决赛的直播，将成为国内街舞爱好者的又一次狂欢盛世。YY LIVE走出国门、现场全程直播，无疑让参赛的中国舞者有了更有力的后盾和支持。关注993，关注JD法国总决赛。
116,116,"　　,中新网,深圳1月2日电(记者 郑小红)2017南山新年音乐会——谭盾交响·摇滚音乐会，1日晚在深圳欢乐海岸水秀剧场完美举行，现场数千名乐迷一同见证这场具有国际性意义的音乐盛事。"
117,117,　　新年音乐会由国际知名作曲家、指挥家谭盾与中国民族音乐的先锋代表杭盖乐队联袂合作，突破性地融合古典与摇滚、东方与西方传统乐器，共同上演了这场中国殿堂级原创新年音乐会。
118,118,　　深圳湾畔的欢乐海岸水秀剧场占地面积近1万平方米，2000名观众围坐成环形，与前方的心湖形成一个开放的自然声场。谭盾带领澳门交响乐团、杭盖乐队及欧、美、中“三全音”音乐家们一起在开阔的空间中，通过古典与摇滚的对话，让现场观众体验声音所带给生命的愉悦与喜乐。观众看着水秀剧场五光十色的激光水幕喷薄而出，缤纷光影随乐章起舞，感受徐来的海风，聆听干净且纯粹的自然之声，静心感受天、地、海与人的和谐共鸣。
119,119,　　音乐会现场引入高科技体验——手机交响摇滚互动环节，谭盾率台上的近百名音乐家们一同用手机演绎他的代表作《风与鸟的密语》，听众也纷纷举起手机播放音频，与谭盾互动。
120,120,　　音乐会演出阵容相当强大，音乐会上不仅有谭盾、杭盖乐队，还有荷兰钢琴家Ralph Van Raat、意大利首席女高音歌唱家Maria Chiara Chizzoni、小提琴家姚珏、大提琴独奏家朱琳等来自多个国家和地区的音乐名家。
121,121,　　谭盾是当今颇具国际影响力的中国作曲家与指挥家，曾以李安电影《卧虎藏龙》创作的配乐一举摘得奥斯卡最佳原创音乐奖，也曾捧回德国“巴赫奖”、格莱美作曲大奖等古典及通俗专业音乐奖项。他在音乐艺术领域不断创想，创造出前沿且国际化的艺术形式。此次，谭盾将音乐与象征着家暖国爱与浪漫狂欢的“元旦”新年有机结合，诠释当代国人的新年愿望与梦想。(完)
122,122,"　　,中新网,1月12日电 ,圆铁头外加大长腿，造型别致的机器人K-2SO在全国热映的《星球大战外传：侠盗一号》中圈粉无数。它口无遮拦且高智商低情商像极了《生活大爆炸》里的谢耳朵，执行任务时的毒舌与机智又与《疯狂动物城》中毒舌贱萌的狐尼克神似；而且其忠心耿耿又十分暖心的行事作风简直就是《超能陆战队》里大白的翻版。"
123,123,　　《侠盗一号》中的大长腿机器人K-2SO与主角们一起冒险的过程中，展现了它对同伴的忠心耿耿和无微不至的关怀，无论是圣城大战里自作主张闯入战场的拼死相救，还是盗取死星资料这关键一役的舍命守关，都赢得了观众们的心。许多影迷看完《侠盗一号》后表示K-2SO与《超能陆战队》中的大白“太像了”。
124,124,　　这个“像”并非只是两个机器人圆润的头部造型和小眼睛那么像，K-2SO和大白都还具备着高精尖技术——“侠盗一号”小组在盗取死星设计图时需要规划路线，K-2SO就从其他同款机器人身上获取路线信息；而每当主角们遇到危险或需要帮助时，K-2SO总是能够挺身而出解决困难。
125,125,　　除了无比暖心，K-2SO的毒舌和贱萌也让观众捧腹大笑。“你们活下来的几率是33%”、“上尉说你是朋友，所以我不杀你”，K-2SO在《侠盗一号》中的这些经典台词，跟《疯狂动物城》中的狐尼克一样不留情面，有观众表示：“K-2SO的毒舌和《疯狂动物城》里的狐狸该办个毒舌比赛。”
126,126,　　不只是毒舌上与狐尼克相似，K-2SO的随机应变能力也和这位狐狸一样，堪称计谋多端——当琴·厄索和卡西安·安多被冲锋队包围时，K-2SO假装自己是抓住了男女主角的帝国机器人，甚至动手抽了主人一耳光，演戏做足全套，引发全场观众哄堂大笑。
127,127,　　K-2SO本来是帝国安保机器人，义军通过程序改编将它变成了义军间谍机器人，K-2SO因此拥有了高级人工智能，却牺牲了社交能力。他走路滑稽，奔跑夸张，性格傲娇，随时毒舌，陪伴卡西安·安多上尉时甚至还跟女主琴·厄索“争风吃醋”。
128,128,　　《星球大战外传：侠盗一号》目前正在全国影院热映中。（完）
